idDaInstituicao	anoDePublicacao	total
762400000002-35	2014	3
762400000002-35	2013	3
762400000002-35	2012	2
762400000002-35	2011	3
762400000002-35	2010	1
JG0Z00000000-31	2015	1
031100000002-33	2011	1
211700000001-35	2011	4
000500000999-22	2011	6
IXCD00000005-31	2014	2
001100000990-42	2015	1
IZ3P00000001-53	2015	1
JCQK00000001-42	2015	2
002500000995-43	2015	6
002500000995-43	2014	19
002500000995-43	2012	4
000500000999-53	2015	1
985600079623-23	2011	2
J3SV00000007-43	2010	2
IVKS00000003-22	2013	1
IVKS00000003-22	2012	3
407800000008-11	2012	1
407800000008-11	2010	2
J1RN00000008-29	2011	1
911900000000-53	2012	1
985600168804-41	2012	3
985600169142-35	2013	4
985600169142-35	2011	4
013700000005-23	2014	8
004100000994-35	2010	3
028700000003-35	2010	6
IXJ000000007-21	2013	1
747100000003-35	2013	2
001100000990-23	2014	2
J4LF00000004-31	2015	1
J4LF00000004-31	2014	5
J4LF00000004-31	2013	3
J4LF00000004-31	2012	2
JCPM00000007-33	2011	2
032601004017-33	2015	4
032601004017-33	2013	5
032601004017-33	2012	4
032601004017-33	2011	9
032601004017-33	2010	9
000500000999-27	2015	4
0Y1Y00000005-53	2012	12
IYXK00000005-23	2012	2
JHUE00000006-33	2014	2
JNM600000007-29	2015	1
JNM600000007-29	2010	5
IWT900000006-42	2015	2
C9D200000007-42	2012	2
C9D200000007-42	2010	2
JG4900000000-35	2012	2
528700000005-41	2015	3
528700000005-41	2011	5
985600149567-21	2014	1
985600156113-53	2015	5
002400000993-29	2014	1
328600000000-31	2014	1
JCPF00000002-35	2010	4
455800000008-31	2013	25
985600178346-35	2011	1
J1AT00000001-53	2015	4
527400000001-33	2013	1
J24H00000008-31	2012	2
J24H00000008-31	2011	4
J24H00000008-31	2010	1
425400000009-29	2012	5
J6L100000001-35	2015	2
432700000007-43	2014	2
J12L00000003-29	2015	2
J12L00000003-29	2011	4
IXZS00000009-35	2012	5
096900000001-31	2014	2
J54700000000-35	2014	1
J54700000000-35	2010	2
034500000004-35	2010	8
BGHI00000002-35	2013	1
BGHI00000002-35	2010	1
JG4900000000-35	2014	1
JG4900000000-35	2010	1
015100000000-31	2015	3
037700000002-35	2015	1
037700000002-35	2013	1
037700000002-35	2010	2
044900000009-53	2014	1
084400000009-35	2010	4
457500000009-41	2013	3
457500000009-41	2012	2
457500000009-41	2010	8
155800000009-35	2011	1
001100000990-52	2010	5
154100000008-41	2013	3
154100000008-41	2011	5
154100000008-41	2010	3
001500000997-43	2010	9
JM1U00000000-26	2014	2
985600165805-33	2012	3
985600165805-33	2011	5
985600165805-33	2010	2
J2BG00000001-41	2010	5
985600201542-42	2015	1
JCPL00000005-13	2010	2
000900000996-29	2013	1
001800000003-35	2015	1
000400000997-22	2015	1
416900000009-50	2011	1
000400000997-16	2014	1
J47R00000007-42	2012	2
004800000008-27	2011	1
J0AV00000000-35	2014	1
985600160714-41	2012	2
457000000000-35	2014	1
J9JJ00000003-29	2012	1
985600168324-29	2011	2
015300000004-33	2013	2
015300000004-33	2012	1
506800000006-35	2012	2
506800000006-35	2010	1
985600218500-35	2011	2
J94900000002-13	2011	1
628700000001-53	2010	2
553100000005-35	2011	2
861000000003-13	2012	3
J1SP00000000-23	2014	2
004200000007-31	2013	3
004200000007-31	2011	2
002900000992-35	2010	2
001200000991-50	2010	2
IW9W00000003-33	2013	6
002200000000-33	2013	2
002200000000-33	2011	1
IXUY00000000-35	2014	2
IXUY00000000-35	2013	1
IXUY00000000-35	2011	2
J2GL00000003-29	2014	7
J2GL00000003-29	2012	4
J2GL00000003-29	2011	1
001200000991-32	2011	1
GEOC00000004-35	2015	1
985601000990-29	2010	1
015200000002-26	2014	2
J6Q400000008-35	2013	1
015100000000-23	2015	1
010000000008-53	2015	2
010000000008-53	2013	2
HHPY00000004-31	2014	2
J1PB00000008-35	2015	3
JUCV00000006-26	2013	1
JUCV00000006-26	2010	4
IXRE00000008-35	2012	6
JAO300000006-41	2013	4
JAO300000006-41	2012	2
IZ8I00000008-35	2011	2
IZ8I00000008-35	2010	1
021500000002-43	2012	1
021500000002-43	2011	3
021500000002-43	2010	1
154700000009-31	2012	1
154700000009-31	2010	1
503900000003-35	2013	1
IVKP00000008-31	2015	2
IWT400000007-31	2015	2
IZ8V00000005-52	2012	2
JCT500000005-33	2011	3
JCT500000005-33	2010	1
C9D200000007-35	2015	3
000800000994-23	2010	4
361800000006-33	2015	26
899900000007-31	2015	5
899900000007-31	2014	8
899900000007-31	2013	10
899900000007-31	2012	6
899900000007-31	2011	1
899900000007-31	2010	5
352300000008-31	2013	2
985600043920-35	2014	4
985600043920-35	2012	5
985600162083-53	2014	2
028700000003-35	2011	3
072200000001-25	2014	2
062500000000-23	2013	1
985600188120-41	2010	3
J90Y00000000-41	2015	1
J90Y00000000-41	2014	2
985600126826-42	2014	7
985600126826-42	2010	1
458800000002-35	2010	1
J01V00000008-33	2013	1
411600000002-27	2010	2
449300000004-31	2015	4
000700000992-51	2015	1
IXRA00000000-35	2013	2
IXRA00000000-35	2011	2
001600000999-26	2014	3
001600000999-26	2012	1
001600000999-26	2010	4
985601000990-42	2012	6
080300000004-52	2014	11
876100000003-21	2010	1
001900000994-29	2013	4
001900000994-29	2011	1
001900000994-29	2010	2
001500000997-43	2015	7
534600000008-35	2013	2
IXXU00000008-42	2015	2
281800000004-35	2010	3
462200000000-43	2010	2
J6Q900000007-33	2012	1
J6Q900000007-33	2011	1
J6Q900000007-33	2010	1
JACD00000000-35	2015	1
JACD00000000-35	2013	1
851700000009-31	2015	1
405100000009-35	2010	1
003900000001-50	2010	4
IXVO00000009-53	2012	3
032601005013-33	2015	2
032601005013-33	2011	2
001800000992-27	2014	2
001800000992-27	2013	2
IX9M00000000-23	2013	14
IX9M00000000-23	2011	10
904100000002-33	2012	3
001000000998-33	2015	1
JL7K00000002-23	2014	1
JL7K00000002-23	2011	1
329200000001-35	2014	3
J2GL00000003-29	2015	5
361800000006-33	2013	15
361800000006-33	2011	22
000400000997-32	2013	4
985600191121-35	2011	7
520400000004-43	2015	1
J0IX00000009-29	2014	1
J0IX00000009-29	2011	2
832000000000-35	2010	2
0ART00000004-35	2011	1
079400000002-35	2010	1
630000000000-23	2015	5
630000000000-23	2013	3
002600000997-33	2010	2
J6Q400000008-35	2015	1
J6Q400000008-35	2011	1
000900000996-23	2013	4
J08S00000008-35	2014	4
J08S00000008-35	2012	4
000700000992-27	2011	2
451500000000-23	2015	7
451500000000-23	2014	8
025500000005-52	2015	2
273900000005-41	2013	1
273900000005-41	2012	2
273900000005-41	2011	3
JF1800000007-31	2010	4
GFKI00000000-31	2014	1
J76500000007-43	2012	2
IYH000000008-41	2010	1
IW9W00000003-33	2015	4
IW9W00000003-33	2010	3
0UMX00000002-50	2010	1
985601346021-13	2012	1
045100000002-33	2013	4
000800000994-26	2012	2
J8X800000005-35	2012	1
000200000993-32	2012	2
001400000995-27	2010	2
469000000003-41	2013	3
J6Q900000007-35	2010	4
001600000999-52	2010	4
001200000991-31	2013	7
J73L00000005-42	2010	1
IZEE00000008-42	2011	3
JAN300000008-43	2013	1
JAN300000008-43	2010	1
432700000007-43	2015	1
J1TW00000002-35	2013	3
IZEE00000008-32	2013	1
IZEE00000008-32	2011	84
IZEE00000008-32	2010	1
023600000000-35	2010	3
J97800000005-50	2011	2
IXZS00000009-35	2010	5
985600042827-35	2015	3
985600042827-35	2013	7
368600000000-43	2010	1
J4D600000002-29	2012	1
000800000994-32	2014	1
153900000004-33	2012	4
451000000000-31	2012	1
J8LY00000001-35	2014	93
J8LY00000001-35	2013	9
985600198568-26	2010	1
000800000994-11	2012	5
898700000005-31	2015	1
002900000992-35	2014	1
000500000999-24	2014	1
000500000999-24	2013	3
000500000999-24	2012	2
000500000999-24	2010	2
JCOG00000006-43	2015	2
985600149567-31	2011	2
951100000004-43	2015	2
951100000004-43	2014	2
000300000995-42	2012	15
043400000001-35	2012	2
J0RV00000007-32	2012	1
451900000007-41	2015	2
JHYO00000009-35	2012	1
JHYO00000009-35	2011	3
021500000002-25	2015	2
021500000002-25	2014	3
021500000002-25	2013	1
021500000002-25	2012	1
021500000002-25	2011	6
021500000002-25	2010	3
000500000999-22	2010	6
113800000003-26	2013	1
827900000000-33	2012	1
985601000990-31	2015	8
002000000996-33	2014	5
J0M700000007-13	2014	5
J0M700000007-13	2012	4
J0M700000007-13	2011	3
294300000007-31	2011	3
IZWC00000008-41	2010	1
003200000998-35	2013	2
001200000991-28	2012	2
985600419629-35	2010	2
JGDG00000007-42	2015	1
JGDG00000007-42	2013	1
JGDG00000007-42	2012	1
287000000009-53	2013	1
825100000009-41	2011	3
JAVB00000008-33	2014	1
J91P00000000-23	2015	2
J91P00000000-23	2014	2
J91P00000000-23	2013	2
040000000000-35	2012	5
040000000000-35	2011	5
IZBD00000001-42	2012	1
772100000004-33	2015	1
772100000004-33	2014	2
772100000004-33	2013	1
000300000995-27	2014	2
J8YF00000008-43	2013	4
J8YF00000008-43	2012	2
J8YF00000008-43	2011	2
328600000000-31	2012	1
985600433982-43	2015	4
023600000000-42	2012	1
023600000000-42	2011	1
985600086387-51	2015	1
000800000994-25	2015	1
000800000994-25	2012	2
000800000994-25	2011	2
000800000994-25	2010	2
002100000998-31	2014	1
200200000007-22	2010	1
014400000008-28	2011	1
830900000000-51	2011	2
JDXK00000004-31	2013	1
JDXK00000004-31	2012	1
JDXK00000004-31	2010	1
874400000002-51	2014	3
985600151383-53	2015	1
002000000996-33	2015	4
000700000992-24	2014	1
J3RT00000003-43	2014	3
028300000006-53	2010	1
IZO700000003-31	2015	7
IZO700000003-31	2013	2
JAXG00000003-21	2014	1
449900000005-50	2015	1
J3UD00000005-51	2013	1
000200000993-11	2012	1
IYC900000003-22	2010	2
064200000000-24	2010	3
001200000991-26	2015	2
001200000991-26	2014	2
001200000991-26	2012	2
427000000008-33	2015	2
427000000008-33	2013	6
427000000008-33	2012	2
427000000008-33	2011	2
427000000008-33	2010	4
985600085429-42	2011	1
J4T600000001-33	2013	1
GBIM00000005-35	2014	1
IYIB00000008-35	2013	2
091600000005-52	2015	3
000800000994-41	2014	14
001400000995-27	2013	1
468600000006-42	2013	6
J5SV00000001-53	2010	1
859100000003-33	2015	1
023400000007-26	2015	2
985607362983-35	2013	2
985601113922-35	2014	2
985601113922-35	2013	3
985601113922-35	2011	4
985601113922-35	2010	2
J19C00000002-35	2015	2
J19C00000002-35	2014	3
790100000002-43	2014	3
J9CU00000000-35	2011	1
306200000002-13	2010	1
873300000002-29	2010	2
J3SJ00000001-35	2014	5
763900000000-35	2011	2
763900000000-35	2010	4
IY6D00000005-35	2013	1
002600000997-35	2010	2
001100000990-33	2015	3
001100000990-33	2014	3
JGLO00000007-50	2013	4
034500000004-35	2015	4
034500000004-35	2014	83
034500000004-35	2013	42
034500000004-35	2012	2
000500000999-42	2014	2
J5BJ00000009-53	2015	8
IZWL00000006-35	2013	9
003200000998-35	2015	2
003200000998-35	2012	1
003200000998-35	2011	2
002600000997-52	2014	2
J8OX00000004-43	2015	5
J8OX00000004-43	2012	2
J8OX00000004-43	2010	8
416900000009-50	2012	1
J2UF00000001-29	2013	2
J2UF00000001-29	2010	3
413600000009-35	2013	2
028200000004-33	2012	3
028200000004-33	2011	6
IYNL00000007-53	2013	1
IYNL00000007-53	2010	2
985600509512-43	2012	4
985600509512-43	2011	3
JUC100000006-52	2015	3
JUC100000006-52	2011	1
IWJH00000002-51	2015	1
021700000006-25	2013	3
009200000008-16	2012	4
040000000000-35	2013	1
063700000001-26	2014	8
900900000004-35	2013	1
900900000004-35	2010	1
282600000009-35	2012	3
032601005064-33	2014	1
032601005064-33	2013	1
032601005064-33	2010	3
IXZS00000009-35	2015	4
IXZS00000009-35	2013	6
IXZS00000009-35	2011	3
985600431459-23	2013	2
610800000000-35	2010	2
000400000997-32	2010	4
000900000996-26	2011	7
232600000002-24	2015	7
232600000002-24	2014	6
232600000002-24	2012	6
232600000002-24	2011	3
232600000002-24	2010	2
433800000007-42	2014	1
433800000007-42	2012	2
J8LY00000001-35	2015	10
JL3K00000000-42	2013	1
985601000990-13	2010	1
566400000002-26	2015	2
566400000002-26	2014	4
566400000002-26	2012	2
JGGO00000008-23	2010	2
497100000000-35	2013	6
000300000995-28	2011	3
985600482410-23	2012	1
985600042495-35	2012	4
546500000000-35	2013	1
000300000995-25	2015	6
HHPY00000004-31	2015	2
HHPY00000004-31	2011	3
001500000997-31	2015	4
985600042827-35	2011	4
JDD200000008-27	2014	2
JDD200000008-27	2012	1
JDD200000008-27	2011	2
880400000007-42	2014	1
411600000002-27	2015	4
002400000993-31	2013	1
IY4H00000006-31	2013	2
034300000000-31	2015	3
J0S200000007-33	2014	1
J0S200000007-33	2010	3
J1UZ00000004-33	2014	1
000800000994-11	2014	5
000800000994-11	2013	8
000800000994-11	2011	7
000800000994-11	2010	3
IYNL00000007-53	2011	1
841700000001-43	2014	6
336800000005-53	2011	1
985600042002-51	2013	3
001700000990-28	2014	1
160300000006-33	2013	1
JAKN00000003-29	2013	1
002200000990-43	2014	1
005400000998-35	2015	1
005400000998-35	2014	1
005400000998-35	2013	3
005400000998-35	2011	1
005400000998-35	2010	3
001900000994-27	2013	1
001900000994-27	2011	1
985601001997-35	2014	11
985601001997-35	2011	14
JCM000000009-29	2015	1
000300000995-32	2010	4
308200000009-42	2011	1
JAX800000007-35	2014	1
IXVO00000009-53	2013	4
004100000994-35	2014	2
004100000994-35	2011	2
001200000991-13	2012	2
J3TM00000007-42	2014	2
J3TM00000007-42	2012	1
JUCV00000006-26	2015	1
J3EZ00000001-35	2012	1
J2IP00000007-13	2011	1
IXU900000000-35	2015	1
J8QC00000009-33	2014	1
J8QC00000009-33	2013	1
J8QC00000009-33	2012	1
311500000004-31	2015	2
311500000004-31	2013	3
000900000996-51	2011	1
JAEG00000001-23	2015	2
JAEG00000001-23	2014	3
JAEG00000001-23	2012	6
JAEG00000001-23	2011	1
055600000009-33	2012	3
000300000995-50	2012	2
051600000006-13	2013	2
003100000996-41	2015	1
IXOI00000000-27	2011	1
040000000000-26	2014	1
J6NJ00000002-35	2012	1
000700000992-29	2015	3
985600043882-35	2012	1
577500000000-33	2013	1
577500000000-33	2012	1
153900000004-33	2013	3
153900000004-33	2010	4
IYJ200000008-35	2010	2
001100000990-26	2010	7
985600219158-26	2011	3
J4JK00000000-35	2015	3
IVGJ00000004-35	2014	1
985601228118-23	2015	1
985600002310-41	2013	2
J0ON00000006-31	2014	3
J0ON00000006-31	2012	2
J0ON00000006-31	2011	4
J0ON00000006-31	2010	3
091400000001-26	2010	1
015100000000-53	2013	1
000200000993-24	2014	2
JM7R00000002-35	2015	1
080300000004-52	2010	5
000500000999-29	2010	4
051600000006-33	2015	8
001700000990-29	2010	11
405100000009-35	2012	1
IZWL00000006-35	2015	3
J01Y00000003-27	2011	1
000900000996-32	2011	2
000700000992-28	2011	1
000200000993-21	2015	2
IYN400000002-31	2013	3
IYN400000002-31	2012	2
985600219433-35	2011	1
804600000005-41	2014	2
000300000995-52	2012	3
IY9600000005-31	2012	3
000900000996-26	2015	1
IXCW00000003-29	2014	3
IVKS00000003-22	2015	2
JGAO00000009-35	2011	1
985600042029-33	2011	2
003000000005-43	2012	5
000800000994-26	2011	3
J1RP00000001-33	2015	2
045100000002-33	2012	4
002400000993-41	2010	2
398000000000-33	2012	5
398000000000-33	2010	1
174400000008-35	2012	6
002200000990-41	2014	7
002500000995-31	2013	1
IZZS00000003-35	2015	1
J41G00000006-52	2012	2
J41G00000006-52	2011	1
J41G00000006-52	2010	1
770900000002-35	2011	1
001200000991-24	2013	3
835100000006-31	2011	6
281800000004-35	2014	1
003300000990-35	2015	1
001800000992-33	2015	9
001800000992-33	2014	9
IY9F00000003-27	2012	1
985600213036-33	2012	1
985600213036-33	2011	1
028700000003-43	2011	1
IXJS00000001-23	2010	1
001900000994-41	2012	1
630300000006-53	2010	1
045100000002-31	2015	1
404300000004-15	2012	1
174400000008-35	2011	4
083900000000-41	2010	2
JOK600000008-42	2010	4
492800000002-43	2014	2
492800000002-43	2012	3
311500000004-31	2014	1
421200000002-32	2015	3
985602000994-33	2015	3
985602000994-33	2014	3
985602000994-33	2013	18
985600402076-23	2012	2
985601000990-33	2015	1
071800000004-31	2015	3
J4BJ00000001-28	2015	1
JCHH00000002-35	2012	1
002300000991-52	2013	3
156200000006-33	2015	9
156200000006-33	2012	6
188200000004-35	2010	1
001000000998-50	2015	1
001000000998-50	2014	1
001000000998-50	2012	3
001000000998-50	2011	1
J94400000003-41	2013	4
JAXE00000000-31	2013	1
JAXE00000000-31	2010	1
155800000009-35	2014	1
985601000990-42	2013	2
J3GZ00000008-33	2010	3
985600203685-23	2011	3
985600203685-23	2010	2
HEAK00000004-23	2013	1
IZHM00000009-43	2014	4
001100000990-26	2015	1
001100000990-26	2014	1
001100000990-26	2013	2
001100000990-26	2011	9
003000000994-33	2012	1
985600170892-35	2010	1
015100000000-35	2010	4
J4JK00000000-35	2014	3
J4JK00000000-35	2013	4
C9D200000007-42	2011	4
000300000995-22	2012	2
000300000995-22	2011	1
000300000995-22	2010	2
JL6J00000000-31	2010	1
000400000997-25	2013	1
IZUQ00000009-41	2015	1
IZUQ00000009-41	2014	2
IZUQ00000009-41	2012	2
IZUQ00000009-41	2011	3
003000000994-35	2013	3
003000000994-35	2010	3
028100000002-33	2015	1
032602003049-33	2013	1
J17W00000006-31	2010	3
985600041944-42	2014	5
344000000001-31	2014	4
IZEE00000008-52	2011	5
080300000004-52	2012	5
985600043181-35	2011	1
043400000001-35	2015	3
043400000001-35	2014	2
043400000001-35	2013	1
IZEE00000008-27	2010	1
B3OJ00000008-35	2011	1
IWUM00000000-23	2013	1
IWUM00000000-23	2012	1
352300000008-31	2011	1
404800000003-31	2012	2
000700000992-22	2010	1
433100000004-33	2015	1
433100000004-33	2012	2
433100000004-33	2011	4
001600000999-53	2013	2
350300000001-33	2015	3
350300000001-33	2014	4
JCPM00000007-33	2013	2
J1W600000002-31	2011	7
II2600000007-33	2012	1
H1QJ00000008-43	2010	2
J3PL00000002-33	2014	2
J35500000000-23	2012	5
985600216930-31	2013	1
985600216930-31	2012	1
018100000005-53	2013	3
JHTG00000003-35	2015	2
348800000009-53	2011	3
761300000002-33	2015	2
761300000002-33	2014	1
761300000002-33	2013	75
761300000002-33	2010	1
000600000990-32	2012	1
J6PW00000006-35	2010	1
470700000000-26	2013	1
000900000996-13	2012	1
IX3D00000003-28	2010	1
028000000000-53	2011	1
JHU600000000-33	2015	1
JHU600000000-33	2014	2
JHZP00000009-23	2013	1
011300000001-33	2013	1
832000000000-35	2014	2
002200000990-33	2015	1
002200000990-33	2013	2
487300000007-42	2012	4
985600219158-23	2014	1
985600219158-23	2013	3
118900000006-50	2010	2
H24A00000002-43	2013	1
153900000004-33	2015	2
153900000004-33	2011	1
IWAU00000006-35	2013	1
200200000007-22	2013	38
200200000007-22	2012	2
402100000004-35	2012	2
IZEC00000004-43	2015	2
IYXD00000000-32	2012	2
001700000990-42	2013	1
002000000996-29	2010	1
G53N00000005-35	2010	1
507700000002-53	2011	3
507700000002-53	2010	3
000504001035-33	2014	9
000504001035-33	2013	5
000504001035-33	2011	5
IXCW00000003-29	2010	2
J23700000000-31	2014	1
859100000003-33	2010	1
JAJF00000000-31	2010	1
IXGI00000007-25	2013	1
IXGI00000007-25	2011	1
021000000003-35	2013	1
021000000003-35	2012	2
021000000003-35	2011	2
021000000003-35	2010	1
458800000002-35	2013	1
IX9C00000000-31	2011	1
159000000007-33	2010	2
000500000999-51	2013	1
000500000999-51	2011	1
IXCD00000005-31	2011	1
624800000000-35	2011	1
985600159937-32	2013	2
000300000995-53	2014	6
985600088274-27	2013	1
876200000005-25	2011	2
876200000005-25	2010	2
IXRM00000004-35	2011	7
001100000990-52	2013	4
985600163969-35	2013	1
985600163969-35	2012	3
001000000998-21	2013	5
001600000999-53	2015	2
284100000006-31	2011	2
003900000001-50	2013	1
003900000001-50	2011	1
IY9V00000006-35	2010	3
193500000006-25	2013	1
201300000007-31	2014	2
000800000994-51	2013	2
JN4X00000008-31	2015	1
JN4X00000008-31	2013	1
777100000005-42	2012	1
001600000999-29	2010	2
001800000992-13	2012	6
001800000992-13	2010	11
IXW500000009-35	2011	1
985600132257-35	2015	2
985600132257-35	2011	1
000600000990-28	2011	1
040000000000-53	2011	2
001500000997-52	2011	2
001500000997-52	2010	1
001000000998-32	2012	1
001700000990-52	2012	1
001100000990-42	2010	3
295900000006-35	2012	1
IZYG00000001-31	2010	4
884100000004-35	2015	1
985600160714-41	2013	4
IVH800000000-22	2015	3
JNL000000008-41	2014	2
000400000997-21	2013	6
JCM000000009-29	2011	2
JCM000000009-29	2010	1
985600106531-35	2012	1
028200000004-35	2013	1
001800000992-51	2012	2
469000000003-41	2012	2
032603005010-33	2014	1
000800000005-31	2011	1
IZIX00000009-43	2011	2
IZIX00000009-43	2010	5
000500000999-25	2011	1
J2GK00000001-31	2015	3
J2GK00000001-31	2014	3
J2GK00000001-31	2011	1
IX9G00000008-35	2011	1
J36200000002-51	2013	1
J09G00000002-42	2014	1
985600200260-35	2013	1
J8GJ00000001-13	2013	2
J8GJ00000001-13	2011	3
000300000995-28	2013	3
IYA500000000-29	2012	1
002400000993-43	2013	1
579200000000-14	2012	4
001100000990-52	2012	2
294000000001-41	2014	1
026600000005-51	2012	1
433800000007-42	2011	2
433800000007-42	2010	1
461100000000-33	2014	5
415200000008-35	2011	1
091400000001-26	2015	2
IYN400000002-31	2014	2
IWD500000000-35	2015	3
JIF800000001-53	2012	1
JIF800000001-53	2010	3
J3UD00000005-12	2010	1
009100000006-53	2013	2
J94A00000006-25	2014	3
J94A00000006-25	2010	2
000800000994-29	2015	4
001800000992-41	2013	1
384400000008-35	2011	3
000200000993-13	2011	2
003800000000-53	2010	2
405400000004-43	2014	1
405400000004-43	2012	1
405400000004-43	2010	2
001900000994-43	2013	4
001900000994-43	2012	1
001900000994-43	2010	10
JAH000000005-31	2011	2
JAH000000005-31	2010	1
J6DP00000005-33	2015	1
J6DP00000005-33	2010	1
013200000006-53	2011	1
000200000993-15	2011	4
000200000993-15	2010	3
985600199408-41	2012	2
002200000000-33	2014	2
002200000000-33	2012	1
002300000991-43	2014	2
002300000991-43	2013	2
002300000991-43	2012	1
IY6A00000000-35	2012	1
IY6A00000000-35	2010	1
000200000993-25	2013	2
IXH700000003-31	2010	3
985600099934-25	2015	1
985600099934-25	2014	2
879000000006-32	2013	1
IYDQ00000006-29	2010	2
487300000007-42	2015	5
487300000007-42	2011	3
156100000004-53	2014	1
985600196549-11	2015	3
461400000005-33	2012	3
002100000998-13	2013	4
002100000998-13	2011	3
IYAY00000008-31	2014	2
IXV100000003-26	2015	1
IXV100000003-26	2014	3
IXV100000003-26	2013	2
IXV100000003-26	2012	4
IXV100000003-26	2011	3
008200000000-43	2014	4
154800000000-35	2012	6
154800000000-35	2010	22
IVM800000000-42	2012	11
J1BJ00000000-35	2014	1
J98T00000005-11	2012	1
124000000004-31	2012	1
124000000004-31	2010	4
985600042495-35	2010	3
J38U00000005-33	2012	4
IWU200000000-35	2013	1
JP0K00000004-33	2012	4
J4JK00000000-35	2010	1
001600000999-21	2010	1
JNL000000008-41	2013	1
0ART00000004-35	2010	1
985600151383-33	2015	1
985600089262-27	2010	1
026200000008-41	2015	1
026200000008-41	2014	1
026200000008-41	2010	1
985600908867-31	2014	1
985600070308-23	2010	2
J6Z800000007-41	2014	2
J6Z800000007-41	2011	1
234600000009-24	2011	2
043400000001-35	2011	1
985600165805-33	2015	3
985600165805-33	2014	6
IXCW00000003-29	2011	5
884100000004-35	2014	5
155800000009-35	2015	1
294100000003-41	2013	1
294100000003-41	2012	1
294100000003-41	2010	1
J5EK00000007-35	2013	4
J5EK00000007-35	2011	2
J5EK00000007-35	2010	2
859100000003-33	2013	2
J1MX00000007-35	2012	1
J1MX00000007-35	2011	1
000500000999-13	2010	2
J4XE00000009-41	2013	1
J4FW00000001-52	2011	3
492800000002-43	2010	3
879900000002-29	2014	1
364100000008-23	2013	3
JACD00000000-35	2010	1
000700000992-52	2014	3
IXWZ00000009-31	2015	3
192700000001-35	2015	3
451900000007-41	2012	4
JCPU00000003-23	2011	1
J4CK00000003-35	2015	2
001800000992-41	2014	1
376000000000-41	2015	1
376000000000-41	2014	4
601200000000-31	2015	4
601200000000-31	2012	8
174300000006-35	2014	5
000600000990-25	2010	2
J8FX00000002-17	2013	4
000800000994-24	2014	2
000800000994-24	2011	1
002200000990-35	2013	3
002200000990-35	2011	6
J0LU00000006-43	2010	2
J8GJ00000001-13	2012	2
028700000003-35	2014	1
002600000008-33	2012	1
J04H00000003-29	2013	2
985600070170-35	2011	2
JSMM00000006-24	2012	2
051600000006-33	2014	1
000400000997-25	2010	1
528500000001-24	2014	1
003000000994-43	2014	1
040000000000-52	2015	1
503300000002-35	2014	3
JF1800000007-32	2014	1
JF1800000007-32	2013	1
J01E00000003-26	2012	1
002200000990-43	2010	3
IV0N00000004-41	2013	2
J4T600000001-33	2015	1
J4T600000001-33	2014	3
J4T600000001-33	2012	1
IWAU00000006-35	2015	1
IWAU00000006-35	2014	1
J2GL00000003-29	2010	1
000700000992-26	2015	2
000700000992-26	2011	4
985601346269-31	2014	1
JF9S00000002-42	2014	2
482100000002-43	2012	1
985600126826-42	2011	2
985601000990-29	2013	1
000800000994-21	2015	4
000800000994-21	2011	1
IXH000000000-33	2014	3
015500000008-35	2013	11
015500000008-35	2011	12
001000000998-43	2015	3
633800000000-29	2014	1
000200000993-16	2015	9
000200000993-16	2014	3
000200000993-16	2013	4
000200000993-16	2012	4
000200000993-16	2011	5
000200000993-16	2010	2
001500000997-41	2015	4
115200000009-42	2014	1
IWT500000009-29	2011	1
001300000993-42	2013	4
985600042029-33	2014	1
985600107520-35	2012	1
985600107520-35	2011	1
028700000003-32	2014	1
985600209365-35	2013	2
001400000995-24	2013	1
J41G00000006-52	2013	1
002200000990-35	2015	3
864900000004-52	2015	7
864900000004-52	2014	3
864900000004-52	2012	3
JCQX00000007-27	2012	2
JCQX00000007-27	2011	1
898700000005-51	2010	1
002500000995-53	2011	1
J1PB00000008-35	2012	5
003800000999-35	2013	3
057900000000-43	2012	1
353000000000-35	2014	2
J01V00000008-33	2014	1
J01V00000008-33	2012	16
JG0Z00000000-31	2011	1
294500000000-26	2014	1
294500000000-26	2012	1
294500000000-26	2010	1
J1AT00000001-53	2012	4
871600000001-43	2011	4
871600000001-43	2010	5
136200000001-43	2011	7
136200000001-43	2010	7
001000000998-53	2012	4
001200000991-53	2011	4
001200000991-53	2010	8
985600559978-41	2011	2
015100000000-35	2014	2
J93M00000001-31	2013	2
J93M00000001-31	2010	1
286200000004-35	2012	2
001500000997-43	2013	9
IV0N00000004-41	2010	1
005200000005-33	2013	1
930118000003-31	2014	2
930118000003-31	2013	39
000400000997-24	2015	1
001200000991-43	2014	4
J0RV00000007-32	2013	1
IYC300000002-31	2010	1
001700000990-42	2011	1
IXU200000007-53	2013	3
IXU200000007-53	2012	3
IXU200000007-53	2010	1
376000000000-41	2012	4
IYTC00000008-35	2012	1
985600077051-53	2010	3
0VUT00000004-26	2015	2
0VUT00000004-26	2013	2
0VUT00000004-26	2012	3
0VUT00000004-26	2011	3
J4XE00000009-41	2014	1
002000000996-23	2011	12
002000000996-23	2010	7
457500000009-41	2014	2
457500000009-41	2011	2
015100000000-26	2010	1
431900000002-41	2011	2
028700000003-35	2012	2
516400000006-35	2012	2
754000000004-21	2011	5
IZJL00000003-53	2011	1
002800000990-31	2012	1
201300000007-31	2012	2
J1SP00000000-23	2012	1
985600042851-33	2012	1
985600042851-33	2011	2
985600042851-33	2010	1
